id,created_date,updated_at,full_name,email,country,status,age,balance_eur,notes
163,2023-12-23,2024-01-12T18:01:07Z,Pablo Keller,pablo.keller.163@mail.test,US,active,72,4647.25,"Important: verify billing address, it changed recently."
164,2024-09-03,2024-09-26T09:40:09Z,Sofia García,sofia.garc.a.164@mail.test,US,active,34,7125.04,"Prefers email over phone, often traveling between offices."
165,2024-04-04,2024-04-30T20:33:11Z,Chloé Hansen,chlo.hansen.165@sample.io,DE,active,26,784.42,"Asked about discounts, mentioned budget constraints."
166,2025-02-04,2025-02-27T21:40:37Z,Ethan Verhoeven,ethan.verhoeven.166@mail.test,FR,active,39,875.06,"Noted issue with CSV export, ""quote handling"" needs review."
167,2023-11-12,2023-11-15T04:16:13Z,Noah Taylor,noah.taylor.167@example.org,FR,active,71,1440.35,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
168,2025-05-27,2025-05-30T20:48:13Z,Leo Bianchi,leo.bianchi.168@example.com,ES,active,43,1481.85,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
169,2024-04-24,2024-05-06T22:56:08Z,Marta Keller,marta.keller.169@example.com,ES,active,53,4214.25,"Asked about discounts, mentioned budget constraints."
170,2024-02-14,2024-03-10T08:02:34Z,Sofia Rossi,sofia.rossi.170@example.com,NL,active,51,18560.04,"Important: verify billing address, it changed recently."
171,2023-09-16,2023-09-28T18:03:57Z,Charlotte Kowalski,charlotte.kowalski.171@example.org,ES,pending,24,7976.29,"Customer asked for a faster turnaround, please follow up."
172,2024-01-19,2024-01-31T19:58:57Z,Francesca Nguyen,francesca.nguyen.172@mail.test,UK,active,40,814.29,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo. Priority flagged; please confirm ""yes"" or ""no""."
173,2024-10-18,2024-11-09T04:06:55Z,James Ricci,james.ricci.173@sample.io,FR,pending,74,2566.64,"Asked about discounts, mentioned budget constraints."
174,2024-12-24,2025-01-11T12:30:44Z,Zoë Novak,zo.novak.174@sample.io,US,active,58,1494.12,"Include quotes like ""do not overlook edge cases"" and commas, too. Potential expansion flagged; revisit after the next billing cycle. We discussed integration details and next steps for data migration. We discussed integration details and next steps for data migration. We discussed integration details and next steps for data migration. Include quotes like ""do not overlook edge cases"" and commas, too. We discussed integration details and next steps for data migration. We discussed integration details and next steps for data migration."
175,2024-06-26,2024-07-16T22:35:52Z,Renée Brown,ren.e.brown.175@example.com,PL,active,73,1384.55,"Prefers email over phone, often traveling between offices."
176,2024-04-26,2024-05-08T13:32:42Z,Mia Müller,mia.m.ller.176@example.com,ES,pending,26,2970.37,"Customer asked for a faster turnaround, please follow up."
177,2023-09-24,2023-09-25T13:54:19Z,Chloé Andersson,chlo.andersson.177@example.org,IT,active,18,1256.2,"Prefers email over phone, often traveling between offices."
178,2025-04-19,2025-04-27T18:23:08Z,Chloé Janssen,chlo.janssen.178@example.com,IT,active,74,5857.66,"Prefers email over phone, often traveling between offices."
179,2024-03-09,2024-03-21T21:30:27Z,Jörg Novak,j.rg.novak.179@sample.io,PL,active,19,3321.83,"Met at the conference, shared a card and discussed onboarding."
180,2025-02-14,2025-02-22T12:18:37Z,Sophia Nguyen,sophia.nguyen.180@example.com,NL,pending,69,5924.28,"Customer asked for a faster turnaround, please follow up."
181,2024-09-26,2024-10-15T15:22:48Z,Amelia Ricci,amelia.ricci.181@sample.io,DE,active,48,2905.45,"Customer asked for a faster turnaround, please follow up."
182,2023-06-23,2023-07-20T19:13:52Z,Ella Martin,ella.martin.182@example.com,DE,active,69,3910.71,"Met at the conference, shared a card and discussed onboarding."
183,2023-04-23,2023-05-02T02:19:14Z,Greta Lopez,greta.lopez.183@example.org,ES,active,18,1782.21,"Customer asked for a faster turnaround, please follow up."
184,2023-09-02,2023-09-26T17:08:51Z,Sofia Dubois,sofia.dubois.184@example.com,UK,active,48,6695.59,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
185,2023-08-25,2023-09-13T22:12:07Z,Mia Verhoeven,mia.verhoeven.185@mail.test,UK,active,46,2054.39,"Important: verify billing address, it changed recently."
186,2024-12-08,2024-12-23T07:28:24Z,Hannah Schneider,hannah.schneider.186@mail.test,IT,active,71,2184.28,"Reminder: send update by Friday, include the Q2 summary. Additional detail: résumé, coöperate, smörgåsbord."
187,2024-03-15,2024-03-20T22:34:42Z,Lucas Keller,lucas.keller.187@mail.test,ES,active,68,2306.63,"Prefers email over phone, often traveling between offices."
188,2023-06-25,2023-07-02T06:29:38Z,Sophia Martin,sophia.martin+team4.188@example.com,ES,pending,74,2206.93,"Met at the conference, shared a card and discussed onboarding."
189,2024-11-07,2024-12-04T16:18:47Z,Mia Verhoeven,mia.verhoeven.189@example.com,ES,active,25,2552.81,"Noted issue with CSV export, ""quote handling"" needs review."
190,2023-03-09,2023-03-15T14:41:40Z,Zoë Smith,zo.smith.190@example.org,DE,active,70,1097.31,"Customer asked for a faster turnaround, please follow up."
191,2024-02-11,2024-03-10T15:57:09Z,Sophia Brown,sophia.brown.191@mail.test,US,active,75,4139.08,"Noted issue with CSV export, ""quote handling"" needs review. Priority flagged; please confirm ""yes"" or ""no""."
192,2023-01-23,2023-02-03T06:48:13Z,Ella Ricci,ella.ricci.192@sample.io,FR,active,30,6527.11,"Met at the conference, shared a card and discussed onboarding."
193,2025-01-22,2025-02-12T22:37:14Z,José Smith,jos.smith.193@example.com,DE,active,47,7985.62,"Important: verify billing address, it changed recently."
194,2023-10-24,2023-10-27T04:41:43Z,Liam Andersson,liam.andersson.194@mail.test,PL,active,35,1526.69,"Met at the conference, shared a card and discussed onboarding."
195,2025-06-23,2025-06-27T00:49:10Z,Łukasz Bianchi,ukasz.bianchi.195@example.org,NL,active,31,6556.84,"Met at the conference, shared a card and discussed onboarding."
196,2023-03-27,2023-04-23T23:49:41Z,Sofia Walker,sofia.walker.196@mail.test,DE,active,25,3164.91,"Met at the conference, shared a card and discussed onboarding."
197,2023-07-28,2023-08-23T02:40:46Z,Ella Lopez,ella.lopez.197@example.com,ES,active,55,1140.02,
198,2024-01-19,2024-02-03T13:14:35Z,Ethan Johnson,ethan.johnson.198@mail.test,US,active,38,1679.94,
199,2025-03-08,2025-04-07T03:03:40Z,Mason Smith,mason.smith.199@mail.test,UK,blocked,68,2953.58,"Customer asked for a faster turnaround, please follow up."
200,2025-02-25,2025-03-11T07:41:36Z,Renée Keller,ren.e.keller.200@example.com,ES,active,43,6979.39,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
201,2023-10-31,2023-11-16T10:53:49Z,Greta Keller,greta.keller.201@example.org,FR,active,25,4853.68,"Noted issue with CSV export, ""quote handling"" needs review."
202,2024-11-30,2024-12-15T11:46:39Z,Mia García,mia.garc.a.202@example.org,FR,active,61,3194.04,"Met at the conference, shared a card and discussed onboarding."
203,2024-05-03,2024-05-15T06:49:55Z,Sophia Brown,sophia.brown.203@example.org,NL,active,24,7759.14,"Account prefers monthly invoicing, with a net-30 payment window. Potential expansion flagged; revisit after the next billing cycle. We discussed integration details and next steps for data migration. Include quotes like ""do not overlook edge cases"" and commas, too. Follow-up notes for Sophia Brown in NL. Follow-up notes for Sophia Brown in NL. Follow-up notes for Sophia Brown in NL. Include quotes like ""do not overlook edge cases"" and commas, too. Potential expansion flagged; revisit after the next billing cycle. Account prefers monthly invoicing, with a net-30 payment window."
204,2024-10-01,2024-10-28T06:49:21Z,Ella Janssen,ella.janssen.204@mail.test,IT,pending,68,5105.54,"Met at the conference, shared a card and discussed onboarding."
205,2023-05-11,2023-05-23T23:54:24Z,Łukasz Walker,ukasz.walker.205@example.com,ES,active,38,7141.31,"Reminder: send update by Friday, include the Q2 summary."
206,2023-01-12,2023-01-24T16:08:49Z,Ethan García,ethan.garc.a.206@example.com,ES,active,52,6742.58,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
207,2024-01-31,2024-02-28T00:41:59Z,Leo Nguyen,leo.nguyen.207@example.org,DE,active,25,3344.66,"Prefers email over phone, often traveling between offices."
208,2023-03-13,2023-04-04T01:41:20Z,Mason Nguyen,mason.nguyen.208@sample.io,DE,active,72,1551.61,"Prefers email over phone, often traveling between offices."
209,2023-09-29,2023-10-23T02:02:56Z,José Walker,jos.walker.209@mail.test,ES,active,24,3178.31,"Potential expansion flagged; revisit after the next billing cycle. Follow-up notes for José Walker in ES. We discussed integration details and next steps for data migration. Account prefers monthly invoicing, with a net-30 payment window. Potential expansion flagged; revisit after the next billing cycle. Account prefers monthly invoicing, with a net-30 payment window. Potential expansion flagged; revisit after the next billing cycle. Account prefers monthly invoicing, with a net-30 payment window. The client requested a detailed timeline and milestone checklist. Include quotes like ""do not overlook edge cases"" and commas, too."
210,2025-05-02,2025-05-24T19:52:02Z,Noah Andersson,noah.andersson.210@mail.test,ES,pending,45,5781.29,"Reminder: send update by Friday, include the Q2 summary. Priority flagged; please confirm ""yes"" or ""no""."
211,2024-01-17,2024-01-22T13:36:26Z,Pablo Smith,pablo.smith.211@example.com,ES,pending,59,4278.26,"Important: verify billing address, it changed recently."
212,2023-06-28,2023-07-23T23:21:18Z,Francesca Walker,francesca.walker.212@example.org,UK,blocked,20,1977.24,"Asked about discounts, mentioned budget constraints."
213,2024-09-22,2024-10-05T19:00:54Z,Amelia Johnson,amelia.johnson.213@sample.io,IT,active,18,16048.38,"Asked about discounts, mentioned budget constraints."
214,2024-08-29,2024-09-04T12:56:12Z,Pablo Novak,pablo.novak.214@sample.io,UK,active,72,4400.88,"Important: verify billing address, it changed recently."
215,2024-05-26,2024-06-08T11:46:51Z,Francesca Müller,francesca.m.ller.215@sample.io,FR,active,20,3886.41,"Met at the conference, shared a card and discussed onboarding."
216,2023-05-16,2023-06-09T07:32:54Z,José Brown,jos.brown.216@example.com,IT,blocked,36,7383.9,"Met at the conference, shared a card and discussed onboarding."
217,2024-12-26,2025-01-12T14:59:35Z,Mason Martin,mason.martin.217@sample.io,DE,blocked,47,3972.72,"Reminder: send update by Friday, include the Q2 summary."
218,2024-08-06,2024-08-31T04:57:48Z,Renée García,ren.e.garc.a.218@example.com,UK,blocked,33,6880.31,"Asked about discounts, mentioned budget constraints."
219,2025-01-28,2025-02-18T02:26:30Z,Liam Smith,liam.smith.219@mail.test,PL,active,18,7208.34,"Important: verify billing address, it changed recently."
220,2023-12-02,2023-12-22T01:22:33Z,Ben Müller,ben.m.ller.220@example.org,PL,active,56,7635.14,"Noted issue with CSV export, ""quote handling"" needs review."
221,2025-04-20,2025-04-29T06:52:31Z,Renée Novak,ren.e.novak.221@sample.io,ES,active,71,1974.32,"Line one for Renée Novak, includes a comma.
Line two adds a quote: ""check CSV""."
222,2025-04-04,2025-04-16T12:54:48Z,Ava Walker,ava.walker.222@example.org,FR,active,18,2541.92,"Prefers email over phone, often traveling between offices."
223,2024-11-19,2024-11-26T23:53:49Z,Nico Smith,nico.smith.223@example.org,IT,active,18,2814.67,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo. Additional detail: résumé, coöperate, smörgåsbord."
224,2023-01-29,2023-02-27T08:09:42Z,Ava Hansen,ava.hansen.224@sample.io,US,active,26,4617.45,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
225,2024-07-17,2024-07-23T10:39:09Z,Ava Bakker,ava.bakker.225@example.com,NL,active,19,6077.35,"Met at the conference, shared a card and discussed onboarding."
226,2023-12-27,2024-01-15T17:17:17Z,Greta Andersson,greta.andersson.226@example.com,FR,pending,39,2543.83,"Met at the conference, shared a card and discussed onboarding."
227,2023-08-30,2023-09-23T07:36:55Z,Zoë Keller,zo.keller.227@example.com,IT,active,68,6001.05,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
228,2023-06-04,2023-06-29T19:33:00Z,Ava Smith,ava.smith.228@mail.test,ES,active,19,1172.09,"Prefers email over phone, often traveling between offices."
229,2024-08-05,2024-08-23T03:58:58Z,Mason Lopez,mason.lopez.229@sample.io,ES,active,24,3270.64,
230,2024-10-19,2024-10-23T07:41:11Z,Renée Kowalski,ren.e.kowalski.230@example.com,UK,active,20,4166.83,
231,2024-04-12,2024-04-23T18:14:30Z,Mason Walker,mason.walker.231@mail.test,NL,active,53,4439.81,"Important: verify billing address, it changed recently."
232,2024-06-17,2024-06-27T06:04:27Z,Chloé Dubois,chlo.dubois.232@example.org,US,blocked,34,3766.28,"Prefers email over phone, often traveling between offices."
233,2024-01-02,2024-01-30T14:29:04Z,Sophia Verhoeven,sophia.verhoeven.233@example.org,FR,pending,56,843.74,"Noted issue with CSV export, ""quote handling"" needs review."
234,2024-06-24,2024-06-28T20:50:38Z,James Nguyen,james.nguyen.234@example.org,US,active,53,253.86,"Met at the conference, shared a card and discussed onboarding."
235,2025-03-30,2025-04-23T05:04:48Z,Francesca Wilson,francesca.wilson+team1.235@example.org,IT,active,18,4750,"Important: verify billing address, it changed recently."
236,2024-05-26,2024-06-12T04:10:01Z,Hannah Novak,hannah.novak.236@example.com,FR,active,61,765.34,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
237,2025-06-21,2025-07-01T16:17:09Z,Liam Brown,liam.brown.237@sample.io,ES,active,37,2677.37,"Reminder: send update by Friday, include the Q2 summary."
238,2025-05-07,2025-05-16T02:01:28Z,Hannah Bianchi,hannah.bianchi.238@sample.io,NL,active,66,3357.05,"Customer asked for a faster turnaround, please follow up."
239,2024-10-30,2024-11-21T17:38:17Z,Pablo Hansen,pablo.hansen.239@sample.io,PL,active,27,20596.34,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
240,2024-02-08,2024-02-25T03:34:36Z,Mason Hansen,mason.hansen.240@mail.test,ES,active,68,212.71,"Met at the conference, shared a card and discussed onboarding."
241,2023-05-19,2023-06-05T15:19:52Z,Olivia Taylor,olivia.taylor.241@mail.test,PL,active,73,22515.11,"Asked about discounts, mentioned budget constraints."
242,2024-08-06,2024-08-24T04:36:56Z,Isabella Bakker,isabella.bakker.242@example.com,PL,pending,73,3747.71,"Noted issue with CSV export, ""quote handling"" needs review."
243,2025-05-16,2025-06-07T12:45:48Z,Ella Lopez,ella.lopez.243@mail.test,PL,active,72,1363.29,"Important: verify billing address, it changed recently."
244,2025-01-31,2025-02-22T14:40:35Z,Chloé Martin,chlo.martin.244@mail.test,DE,active,56,4283.15,"Reminder: send update by Friday, include the Q2 summary."
245,2024-10-18,2024-10-25T09:09:48Z,Zoë Verhoeven,zo.verhoeven.245@example.org,FR,active,49,5095.56,"Asked about discounts, mentioned budget constraints."
246,2024-12-25,2024-12-27T15:47:45Z,Ella Cohen,ella.cohen.246@example.org,ES,active,51,2848.28,"Asked about discounts, mentioned budget constraints."
247,2024-10-29,2024-11-18T19:01:51Z,Lucas Bakker,lucas.bakker.247@sample.io,NL,active,62,6596.07,"Customer asked for a faster turnaround, please follow up."
248,2024-09-09,2024-09-19T00:36:16Z,Ethan Rossi,ethan.rossi.248@mail.test,NL,active,21,4771.03,"Reminder: send update by Friday, include the Q2 summary. Priority flagged; please confirm ""yes"" or ""no""."
249,2023-03-15,2023-04-10T21:42:19Z,Hannah Novak,hannah.novak.249@mail.test,ES,active,48,1115.33,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
250,2023-02-17,2023-03-03T11:51:17Z,Liam Martin,liam.martin.250@mail.test,NL,active,41,1534.49,"Reminder: send update by Friday, include the Q2 summary."
251,2023-04-29,2023-05-03T16:08:00Z,Ella Novak,ella.novak.251@example.com,ES,pending,73,1622.75,"Met at the conference, shared a card and discussed onboarding."
252,2023-05-29,2023-06-11T00:50:26Z,Mia Lopez,mia.lopez.252@sample.io,NL,active,68,1691.21,"Customer asked for a faster turnaround, please follow up."
253,2025-01-01,2025-01-08T01:46:29Z,Ethan Walker,ethan.walker.253@sample.io,US,pending,62,21098.51,"Noted issue with CSV export, ""quote handling"" needs review."
254,2023-06-22,2023-07-01T17:50:02Z,Francesca Janssen,francesca.janssen.254@sample.io,FR,active,44,7288.57,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
255,2024-09-12,2024-09-26T21:38:36Z,Amelia Bakker,amelia.bakker.255@example.com,UK,blocked,57,5140.86,"Line one for Amelia Bakker, includes a comma.
Line two adds a quote: ""check CSV""."
256,2023-09-10,2023-09-25T14:13:04Z,Sofia Johnson,sofia.johnson.256@example.org,PL,active,19,4568.92,"Reminder: send update by Friday, include the Q2 summary."
257,2024-07-23,2024-08-08T05:12:58Z,James Walker,james.walker.257@example.com,FR,active,52,3347.11,"Important: verify billing address, it changed recently."
258,2024-08-14,2024-08-25T23:35:20Z,Olivia Novak,olivia.novak.258@example.org,IT,active,35,1255.29,"Important: verify billing address, it changed recently."
259,2024-06-15,2024-07-15T07:10:26Z,Ethan Janssen,ethan.janssen.259@example.org,UK,active,22,5682.88,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
260,2024-10-10,2024-10-31T08:00:57Z,Francesca Bianchi,francesca.bianchi.260@mail.test,IT,active,30,681.12,"Asked about discounts, mentioned budget constraints. Additional detail: résumé, coöperate, smörgåsbord."
261,2024-04-30,2024-05-02T21:36:47Z,Amelia Schneider,amelia.schneider.261@example.com,NL,active,27,274.92,"Reminder: send update by Friday, include the Q2 summary."
262,2024-05-17,2024-05-19T12:10:38Z,Hannah Johnson,hannah.johnson.262@example.org,ES,pending,72,770.69,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
263,2025-02-22,2025-03-02T11:43:34Z,Nico Müller,nico.m.ller.263@sample.io,IT,active,29,6069.15,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
264,2023-12-19,2023-12-22T22:11:47Z,Noah Bianchi,noah.bianchi.264@sample.io,FR,pending,45,3273.66,"Important: verify billing address, it changed recently."
265,2025-05-28,2025-06-17T21:17:22Z,Sophia Martin,sophia.martin.265@sample.io,ES,active,71,744.96,"Noted issue with CSV export, ""quote handling"" needs review."
266,2024-10-13,2024-10-22T13:54:20Z,Chloé Walker,chlo.walker.266@sample.io,DE,active,48,4879.55,"Reminder: send update by Friday, include the Q2 summary."
267,2024-10-09,2024-10-24T04:23:23Z,Amelia Hansen,amelia.hansen.267@mail.test,UK,active,34,3601.14,"Prefers email over phone, often traveling between offices. Priority flagged; please confirm ""yes"" or ""no""."
268,2024-01-04,2024-01-20T17:25:03Z,Łukasz Lopez,ukasz.lopez.268@mail.test,IT,active,47,3291.63,"Asked about discounts, mentioned budget constraints."
269,2024-11-22,2024-12-18T10:06:39Z,Isabella Lopez,isabella.lopez.269@example.com,ES,blocked,63,6754.31,"Customer asked for a faster turnaround, please follow up."
270,2024-01-07,2024-01-11T05:26:03Z,Leo Smith,leo.smith.270@example.org,PL,active,51,1539.5,"Reminder: send update by Friday, include the Q2 summary."
271,2024-04-18,2024-05-04T13:15:51Z,Mia Smith,mia.smith.271@example.org,ES,active,61,7717.09,"Met at the conference, shared a card and discussed onboarding."
272,2024-06-18,2024-06-24T04:53:37Z,Ethan Martin,ethan.martin.272@sample.io,DE,active,36,3721.71,"Customer asked for a faster turnaround, please follow up."
273,2024-03-20,2024-03-20T11:05:25Z,Hannah García,hannah.garc.a.273@example.com,NL,active,74,5893.03,"Follow-up notes for Hannah García in NL. Account prefers monthly invoicing, with a net-30 payment window. Account prefers monthly invoicing, with a net-30 payment window. Include quotes like ""do not overlook edge cases"" and commas, too. Account prefers monthly invoicing, with a net-30 payment window. Include quotes like ""do not overlook edge cases"" and commas, too. Include quotes like ""do not overlook edge cases"" and commas, too. Follow-up notes for Hannah García in NL."
274,2024-09-26,2024-10-13T00:50:42Z,Pablo Müller,pablo.m.ller.274@mail.test,FR,active,18,5893.55,"Important: verify billing address, it changed recently."
275,2024-02-27,2024-03-17T19:08:50Z,Ella Martin,ella.martin.275@mail.test,FR,active,45,1934.55,"Prefers email over phone, often traveling between offices."
276,2023-01-25,2023-02-01T20:57:45Z,Charlotte Andersson,charlotte.andersson.276@sample.io,PL,active,38,0,"Met at the conference, shared a card and discussed onboarding."
277,2023-03-14,2023-03-23T15:16:22Z,Lucas Keller,lucas.keller.277@mail.test,PL,active,33,6173.15,"Reminder: send update by Friday, include the Q2 summary."
278,2024-01-28,2024-02-25T14:14:10Z,Ethan Nguyen,ethan.nguyen.278@example.com,IT,active,49,612.08,"Asked about discounts, mentioned budget constraints."
279,2023-01-01,2023-01-02T09:57:35Z,Mia Bianchi,mia.bianchi.279@sample.io,NL,active,18,1125.76,"Met at the conference, shared a card and discussed onboarding."
280,2024-09-20,2024-10-03T14:06:14Z,James Novak,james.novak.280@example.com,NL,pending,49,56,"Customer asked for a faster turnaround, please follow up."
281,2024-10-06,2024-11-04T00:08:54Z,Isabella García,isabella.garc.a.281@mail.test,NL,active,75,3104.72,"Met at the conference, shared a card and discussed onboarding."
282,2025-02-09,2025-02-09T10:25:49Z,Ella Rossi,ella.rossi+team3.282@mail.test,UK,active,67,4816.55,"Customer asked for a faster turnaround, please follow up."
283,2023-01-23,2023-01-29T22:23:52Z,Łukasz Lopez,ukasz.lopez.283@example.org,ES,active,50,5313.08,"Prefers email over phone, often traveling between offices."
284,2024-03-10,2024-04-09T00:04:35Z,Ava Andersson,ava.andersson.284@sample.io,UK,active,35,7774.43,"Prefers email over phone, often traveling between offices."
285,2024-12-04,2024-12-06T20:57:32Z,Marta Müller,marta.m.ller.285@sample.io,PL,pending,23,5496.11,"Reminder: send update by Friday, include the Q2 summary."
286,2023-10-21,2023-10-22T01:19:03Z,Francesca Müller,francesca.m.ller.286@example.com,US,active,52,4519.52,"Asked about discounts, mentioned budget constraints. Priority flagged; please confirm ""yes"" or ""no""."
287,2025-01-20,2025-01-26T06:02:39Z,Noah Janssen,noah.janssen.287@example.org,IT,active,27,4176.88,"Important: verify billing address, it changed recently."
288,2023-01-22,2023-01-26T23:09:08Z,Chloé Walker,chlo.walker.288@example.com,IT,active,72,4279.35,"Important: verify billing address, it changed recently."
289,2024-05-27,2024-06-25T01:32:46Z,Sophia Janssen,sophia.janssen.289@example.com,IT,active,45,7517.68,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
290,2023-07-21,2023-08-20T00:39:39Z,Mia Bakker,mia.bakker.290@mail.test,DE,active,59,314.18,"Asked about discounts, mentioned budget constraints."
291,2025-05-28,2025-06-27T09:01:43Z,Marta Janssen,marta.janssen.291@sample.io,FR,blocked,22,2036.85,"Customer asked for a faster turnaround, please follow up."
292,2025-06-02,2025-06-12T03:36:29Z,Zoë Kowalski,zo.kowalski.292@sample.io,ES,active,36,786.01,"Reminder: send update by Friday, include the Q2 summary."
293,2023-09-23,2023-10-15T05:23:27Z,Ben Cohen,ben.cohen.293@example.org,UK,active,48,885.39,"Prefers email over phone, often traveling between offices."
294,2023-01-26,2023-02-01T08:08:30Z,Renée Johnson,ren.e.johnson.294@example.com,FR,blocked,26,3976.1,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
295,2024-08-18,2024-09-17T13:26:25Z,Charlotte Bianchi,charlotte.bianchi.295@example.org,PL,active,69,7551.51,"Met at the conference, shared a card and discussed onboarding."
296,2025-02-11,2025-03-03T13:06:36Z,Łukasz Taylor,ukasz.taylor.296@mail.test,FR,active,37,1030.69,"Reminder: send update by Friday, include the Q2 summary."
297,2024-07-23,2024-08-20T21:35:05Z,Amelia Novak,amelia.novak.297@example.com,US,blocked,19,24653.2,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo. Additional detail: résumé, coöperate, smörgåsbord."
298,2023-08-02,2023-08-28T09:10:10Z,Amelia Novak,amelia.novak.298@example.com,NL,active,21,2118.43,"Customer asked for a faster turnaround, please follow up."
299,2024-05-03,2024-05-27T21:28:46Z,Lucas Smith,lucas.smith.299@sample.io,PL,active,57,6246.15,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
300,2024-04-26,2024-05-01T21:54:43Z,Lucas Brown,lucas.brown.300@sample.io,IT,active,65,5445.42,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
301,2024-08-08,2024-08-13T12:11:27Z,Hannah Bianchi,hannah.bianchi.301@sample.io,NL,blocked,29,3728.7,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
302,2023-06-19,2023-06-28T23:50:44Z,Leo Rossi,leo.rossi.302@sample.io,NL,active,68,324.05,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
303,2024-04-04,2024-04-13T15:22:09Z,Marta Brown,marta.brown.303@example.com,ES,active,48,6529.88,"Important: verify billing address, it changed recently."
304,2023-04-13,2023-05-08T22:24:57Z,Mason Lopez,mason.lopez.304@mail.test,FR,active,41,5194.48,"Reminder: send update by Friday, include the Q2 summary."
305,2024-05-24,2024-06-22T14:39:26Z,Amelia Bianchi,amelia.bianchi.305@example.org,US,active,35,2149.98,"Asked about discounts, mentioned budget constraints. Priority flagged; please confirm ""yes"" or ""no""."
306,2025-01-28,2025-01-29T19:00:28Z,Francesca Hansen,francesca.hansen.306@mail.test,NL,pending,25,7639.08,"Noted issue with CSV export, ""quote handling"" needs review."
307,2024-07-22,2024-08-09T07:19:17Z,Olivia Walker,olivia.walker.307@example.org,IT,pending,18,7940.87,"Reminder: send update by Friday, include the Q2 summary."
308,2025-03-19,2025-04-18T03:12:35Z,Lucas Cohen,lucas.cohen.308@example.org,PL,active,75,4372.81,"Noted issue with CSV export, ""quote handling"" needs review."
309,2023-02-17,2023-02-21T17:33:46Z,Ben Johnson,ben.johnson.309@sample.io,PL,active,59,3938.11,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
310,2023-06-26,2023-06-26T02:19:09Z,Ethan Kowalski,ethan.kowalski.310@mail.test,UK,active,59,3289.69,"Prefers email over phone, often traveling between offices."
311,2023-01-02,2023-01-11T10:22:29Z,Sophia Smith,sophia.smith.311@sample.io,US,pending,61,5960.4,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
312,2024-02-22,2024-03-14T08:32:38Z,Mia Bakker,mia.bakker.312@sample.io,PL,active,47,6513.45,"Customer asked for a faster turnaround, please follow up."
313,2023-09-08,2023-10-05T05:39:29Z,Ben Novak,ben.novak.313@sample.io,US,active,29,7370.95,"Noted issue with CSV export, ""quote handling"" needs review."
314,2023-02-01,2023-02-11T20:10:25Z,Olivia Ricci,olivia.ricci.314@mail.test,IT,active,45,832.75,"Noted issue with CSV export, ""quote handling"" needs review."
315,2025-01-06,2025-01-19T02:15:13Z,James Lopez,james.lopez.315@example.org,UK,active,63,2182.79,"Line one for James Lopez, includes a comma.
Line two adds a quote: ""check CSV""."
316,2023-10-22,2023-11-04T02:08:50Z,Zoë Hansen,zo.hansen.316@example.com,UK,active,55,1068.61,"Important: verify billing address, it changed recently."
317,2023-03-09,2023-03-15T21:37:47Z,Liam Nguyen,liam.nguyen.317@example.org,PL,blocked,70,1346.99,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
318,2023-01-12,2023-01-27T00:14:10Z,Ben Andersson,ben.andersson.318@sample.io,DE,active,63,2038.47,"Customer asked for a faster turnaround, please follow up."
319,2024-03-26,2024-04-16T06:55:58Z,Emma Smith,emma.smith.319@example.org,PL,pending,35,2942.33,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
320,2023-02-22,2023-02-25T15:15:49Z,Hannah Nguyen,hannah.nguyen.320@example.com,DE,active,43,1414.22,"Comment includes commas, quotes, and unicode: café, naïve, São Paulo."
321,2023-05-13,2023-05-31T10:58:18Z,Greta Kowalski,greta.kowalski.321@example.com,UK,active,53,2982.04,"Prefers email over phone, often traveling between offices."
322,2024-07-16,2024-08-08T19:09:13Z,Chloé Dubois,chlo.dubois.322@example.com,IT,active,64,5933.87,"Important: verify billing address, it changed recently."
323,2025-04-27,2025-04-30T23:30:10Z,Ethan Müller,ethan.m.ller.323@sample.io,DE,active,75,6788.05,"Noted issue with CSV export, ""quote handling"" needs review."
